m/z	intensity
3843.176165	78.902
3843.213016	85.3333
3843.249868	81.3333
3843.286719	78.1961
3843.323571	82.2745
3843.360423	83.2941
3843.397274	84.8627
3843.434127	91.2941
3843.470979	93.6471
3843.507831	88.7843
3843.544684	83.9216
3843.581537	82.6667
3843.61839	82.5098
3843.655243	88.9412
3843.692096	87.0588
3843.72895	85.3333
3843.765804	87.3726
3843.802658	89.8039
3843.839512	94.7451
3843.876366	98.4314
3843.91322	98.8235
3843.950075	90.9804
3843.98693	85.4118
3844.023785	87.7647
3844.06064	95.1373
3844.097495	92.7843
3844.134351	86.5098
3844.171206	82.8235
3844.208062	82.4314
3844.244918	83.6863
3844.281774	85.8824
3844.318631	94.9804
3844.355487	91.2157
3844.392344	89.4118
3844.429201	84.3137
3844.466058	88.1569
3844.502915	86.902
3844.539773	83.6863
3844.57663	89.7255
3844.613488	93.6471
3844.650346	92.1569
3844.687204	91.7647
3844.724062	85.3333
3844.760921	84.549
3844.79778	89.1765
3844.834638	96.2353
3844.871497	95.451
3844.908357	92.0784
3844.945216	89.4118
3844.982076	88.3922
3845.018935	90.1961
3845.055795	92.4706
3845.092655	89.6471
3845.129516	82.4314
3845.166376	79.5294
3845.203237	80
3845.240097	78.5098
3845.276958	85.2549
3845.313819	85.8824
3845.350681	90.1961
3845.387542	91.9216
3845.424404	90.4314
3845.461266	89.5686
3845.498128	90.8235
3845.53499	92.3137
3845.571852	91.5294
3845.608715	89.9608
3845.645578	86.8235
3845.682441	89.0196
3845.719304	93.1765
3845.756167	91.6863
3845.79303	93.4118
3845.829894	95.8431
3845.866758	99.5294
3845.903622	99.2941
3845.940486	93.2549
3845.97735	91.8431
3846.014215	91.2157
3846.051079	90.4314
3846.087944	89.5686
3846.124809	88.3922
3846.161674	87.6863
3846.19854	83.5294
3846.235405	88.3922
3846.272271	87.3726
3846.309137	85.7255
3846.346003	86.3529
3846.382869	86.4314
3846.419736	84.7843
3846.456602	83.451
3846.493469	88
3846.530336	88
3846.567203	87.3726
3846.604071	85.4902
3846.640938	86.9804
3846.677806	89.3333
3846.714674	89.6471
3846.751542	87.6863
3846.78841	86.4314
3846.825278	89.4118
3846.862147	88.6275
3846.899016	90.1961
3846.935885	88.3922
3846.972754	92.1569
3847.009623	87.9216
3847.046492	87.2941
3847.083362	87.8431
3847.120232	89.098
3847.157102	89.5686
3847.193972	97.1765
3847.230842	97.6471
3847.267713	87.2941
3847.304583	83.2157
3847.341454	85.098
3847.378325	92.4706
3847.415197	96.2353
3847.452068	96.3922
3847.48894	97.5686
3847.525811	89.6471
3847.562683	89.9608
3847.599555	87.7647
3847.636428	89.8824
3847.6733	81.098
3847.710173	78.6667
3847.747045	76.3137
3847.783918	76.2353
3847.820792	80.1569
3847.857665	89.098
3847.894538	91.7647
3847.931412	88.6275
3847.968286	85.098
3848.00516	87.451
3848.042034	89.098
3848.078909	91.3726
3848.115783	95.7647
3848.152658	105.333
3848.189533	105.255
3848.226408	95.6078
3848.263283	87.7647
3848.300159	86.9804
3848.337034	94.902
3848.37391	96.7843
3848.410786	95.5294
3848.447662	97.8824
3848.484539	102.353
3848.521415	104.078
3848.558292	99.0588
3848.595169	94.4314
3848.632046	90.3529
3848.668923	93.1765
3848.7058	94.0392
3848.742678	89.4902
3848.779556	85.098
3848.816434	91.2157
3848.853312	93.8039
3848.89019	98.3529
3848.927068	94.9804
3848.963947	93.4118
3849.000826	88.2353
3849.037705	86.2745
3849.074584	85.1765
3849.111463	89.8039
3849.148343	87.0588
3849.185223	83.451
3849.222102	82.2745
3849.258983	91.7647
3849.295863	92.8627
3849.332743	95.451
3849.369624	96.7843
3849.406504	97.2549
3849.443385	94.5098
3849.480267	94.8235
3849.517148	97.4902
3849.554029	100.627
3849.590911	102.824
3849.627793	100
3849.664675	98.902
3849.701557	96.1569
3849.738439	92.8627
3849.775322	86.9804
3849.812204	85.5686
3849.849087	89.8824
3849.88597	96.549
3849.922854	98.6667
3849.959737	98.6667
3849.996621	99.3726
3850.033504	96
3850.070388	91.1373
3850.107272	88.3922
3850.144157	89.6471
3850.181041	89.098
3850.217926	81.2549
3850.254811	77.8824
3850.291696	80.3137
3850.328581	82.9804
3850.365466	81.3333
3850.402352	87.1373
3850.439237	89.7255
3850.476123	94.1177
3850.513009	97.7255
3850.549896	91.1373
3850.586782	86.1177
3850.623669	86.1177
3850.660555	94.3529
3850.697442	98.5882
3850.734329	95.0588
3850.771217	91.7647
3850.808104	89.6471
3850.844992	89.4118
3850.88188	91.0588
3850.918768	93.7255
3850.955656	97.2549
3850.992544	97.6471
3851.029433	97.9608
3851.066321	99.6863
3851.10321	98.3529
3851.140099	95.451
3851.176989	104
3851.213878	102.667
3851.250768	96.0784
3851.287657	89.4118
3851.324547	91.2941
3851.361437	87.0588
3851.398328	88.8627
3851.435218	92.1569
3851.472109	95.3726
3851.509	97.6471
3851.545891	94.2745
3851.582782	88.3137
3851.619673	86.2745
3851.656565	97.098
3851.693456	97.5686
3851.730348	94.5882
3851.76724	89.4902
3851.804133	94.1177
3851.841025	100.706
3851.877918	95.6078
3851.91481	97.6471
3851.951703	102.902
3851.988597	110.118
3852.02549	108.784
3852.062383	99.451
3852.099277	93.9608
3852.136171	97.7255
3852.173065	108.941
3852.209959	109.255
3852.246853	102.667
3852.283748	90.9804
3852.320643	84.6275
3852.357537	85.3333
3852.394433	82.1961
3852.431328	84.9412
3852.468223	91.0588
3852.505119	94.1961
3852.542015	89.8824
3852.578911	88.0784
3852.615807	92.4706
3852.652703	92.7843
3852.689599	93.5686
3852.726496	91.6863
3852.763393	93.2549
3852.80029	92.549
3852.837187	88
3852.874085	92.4706
3852.910982	97.8824
3852.94788	100.784
3852.984778	95.6078
3853.021676	93.8039
3853.058574	92.8627
3853.095472	97.098
3853.132371	96
3853.16927	92.9412
3853.206169	94.3529
3853.243068	101.882
3853.279967	96.0784
3853.316867	87.5294
3853.353766	80.9412
3853.390666	88.6275
3853.427566	90.1961
3853.464466	101.412
3853.501367	98.5882
3853.538267	94.902
3853.575168	86.8235
3853.612069	89.8824
3853.64897	97.8039
3853.685871	101.255
3853.722773	94.8235
3853.759674	95.451
3853.796576	89.2549
3853.833478	93.1765
3853.87038	89.3333
3853.907283	89.0196
3853.944185	86.0392
3853.981088	85.5686
3854.017991	75.8431
3854.054894	76.9412
3854.091797	78.8235
3854.1287	85.5686
3854.165604	81.7255
3854.202507	90.902
3854.239411	95.3726
3854.276315	92.7843
3854.31322	83.7647
3854.350124	84.1569
3854.387029	90.3529
3854.423934	90.4314
3854.460838	84.4706
3854.497744	75.7647
3854.534649	76.1569
3854.571554	76.3922
3854.60846	77.6471
3854.645366	83.2157
3854.682272	85.6471
3854.719178	90.8235
3854.756085	98.3529
3854.792991	103.137
3854.829898	101.333
3854.866805	100.392
3854.903712	94.7451
3854.940619	93.0196
3854.977527	91.2941
3855.014434	93.8039
3855.051342	101.49
3855.08825	99.0588
3855.125158	94.0392
3855.162066	94.1961
3855.198975	98.5882
3855.235884	100.706
3855.272792	95.0588
3855.309701	91.6078
3855.346611	91.3726
3855.38352	92.7059
3855.42043	88.7843
3855.457339	85.4118
3855.494249	85.3333
3855.531159	93.6471
3855.56807	94.2745
3855.60498	97.8039
3855.641891	90.5098
3855.678801	90.8235
3855.715712	96
3855.752624	103.686
3855.789535	96.3922
3855.826446	99.2157
3855.863358	98.4314
3855.90027	103.216
3855.937182	103.765
3855.974094	106.51
3856.011007	106.431
3856.047919	103.216
3856.084832	102.824
3856.121745	99.3726
3856.158658	94.6667
3856.195571	89.9608
3856.232485	88.4706
3856.269398	90.6667
3856.306312	85.9608
3856.343226	83.6078
3856.38014	87.9216
3856.417055	93.7255
3856.453969	90.8235
3856.490884	87.451
3856.527799	86.9804
3856.564714	90.902
3856.601629	89.3333
3856.638544	90.0392
3856.67546	92.8627
3856.712376	94.9804
3856.749291	94.2745
3856.786208	97.8039
3856.823124	101.569
3856.86004	104
3856.896957	102.98
3856.933874	103.451
3856.970791	106.902
3857.007708	109.412
3857.044625	106.353
3857.081543	101.02
3857.11846	103.137
3857.155378	98.7451
3857.192296	95.1373
3857.229215	92.6275
3857.266133	96.2353
3857.303051	102.275
3857.33997	93.6471
3857.376889	87.3726
3857.413808	89.2549
3857.450728	90.1177
3857.487647	87.8431
3857.524567	83.8431
3857.561486	87.0588
3857.598406	93.8824
3857.635327	93.098
3857.672247	95.3726
3857.709167	99.6863
3857.746088	104.863
3857.783009	102.51
3857.81993	103.843
3857.856851	109.412
3857.893773	108.863
3857.930694	103.294
3857.967616	97.4902
3858.004538	104.392
3858.04146	110.431
3858.078382	111.059
3858.115305	102.275
3858.152227	96.7059
3858.18915	99.1373
3858.226073	95.9216
3858.262996	92.2353
3858.29992	94.0392
3858.336843	98.5882
3858.373767	100.314
3858.410691	101.49
3858.447615	99.451
3858.484539	102.588
3858.521463	98.902
3858.558388	99.8431
3858.595313	102.588
3858.632238	105.255
3858.669163	103.137
3858.706088	105.647
3858.743014	110.196
3858.779939	113.176
3858.816865	109.725
3858.853791	104.471
3858.890717	107.373
3858.927644	110.824
3858.96457	114.039
3859.001497	107.765
3859.038424	98.1961
3859.075351	95.5294
3859.112278	98.7451
3859.149205	100.314
3859.186133	100.706
3859.223061	102.902
3859.259989	101.02
3859.296917	96.7843
3859.333845	95.0588
3859.370774	97.9608
3859.407702	101.412
3859.444631	110.431
3859.48156	104.314
3859.518489	96.7843
3859.555419	90.3529
3859.592348	90.1961
3859.629278	92.7843
3859.666208	102.667
3859.703138	108.235
3859.740068	110.902
3859.776998	109.176
3859.813929	117.882
3859.85086	118.431
3859.887791	113.882
3859.924722	110.667
3859.961653	111.922
3859.998585	114.667
3860.035516	115.608
3860.072448	110.039
3860.10938	109.647
3860.146312	105.647
3860.183245	107.765
3860.220177	108.784
3860.25711	104.078
3860.294043	101.647
3860.330976	104.627
3860.367909	104
3860.404842	103.922
3860.441776	99.2157
3860.47871	100.941
3860.515644	100.549
3860.552578	102.51
3860.589512	107.529
3860.626447	117.49
3860.663381	119.294
3860.700316	114.902
3860.737251	110.902
3860.774186	112.784
3860.811122	115.373
3860.848057	117.647
3860.884993	105.882
3860.921929	103.765
3860.958865	100.863
3860.995801	101.961
3861.032738	98.5098
3861.069674	103.686
3861.106611	106.745
3861.143548	107.451
3861.180485	98.902
3861.217422	97.7255
3861.25436	109.882
3861.291297	118.902
3861.328235	116.235
3861.365173	105.02
3861.402111	100.392
3861.43905	108.941
3861.475988	112
3861.512927	115.765
3861.549866	117.647
3861.586805	116.235
3861.623744	112.157
3861.660684	109.49
3861.697623	110.667
3861.734563	123.216
3861.771503	124.863
3861.808443	125.255
3861.845383	120.706
3861.882324	113.882
3861.919265	112.392
3861.956205	109.412
3861.993146	109.098
3862.030088	114.745
3862.067029	110.431
3862.103971	110.353
3862.140912	106.824
3862.177854	109.49
3862.214796	112.235
3862.251739	114.196
3862.288681	110.745
3862.325624	104.549
3862.362566	108.549
3862.399509	114.745
3862.436452	105.882
3862.473396	106.039
3862.510339	104
3862.547283	106.667
3862.584227	114.039
3862.621171	120.392
3862.658115	115.843
3862.695059	113.647
3862.732004	106.588
3862.768949	103.922
3862.805894	102.667
3862.842839	103.765
3862.879784	111.529
3862.916729	118.196
3862.953675	119.843
3862.990621	117.098
3863.027567	115.451
3863.064513	114.196
3863.101459	109.49
3863.138406	105.647
3863.175352	99.5294
3863.212299	100.471
3863.249246	97.2549
3863.286193	99.5294
3863.323141	95.9216
3863.360088	94.9804
3863.397036	100.706
3863.433984	105.49
3863.470932	105.569
3863.50788	101.49
3863.544829	99.6078
3863.581777	101.569
3863.618726	108.941
3863.655675	115.765
3863.692624	122.745
3863.729574	122.039
3863.766523	112.157
3863.803473	107.059
3863.840423	111.137
3863.877373	111.059
3863.914323	114.039
3863.951273	116.627
3863.988224	117.725
3864.025174	120.078
3864.062125	111.216
3864.099076	107.608
3864.136028	103.294
3864.172979	100.392
3864.209931	105.647
3864.246883	113.725
3864.283835	108.863
3864.320787	106.353
3864.357739	106.745
3864.394691	104
3864.431644	93.8039
3864.468597	95.2157
3864.50555	100.784
3864.542503	101.647
3864.579457	106.667
3864.61641	108.784
3864.653364	113.02
3864.690318	109.412
3864.727272	105.176
3864.764226	111.451
3864.801181	108.784
3864.838135	113.176
3864.87509	121.098
3864.912045	126.353
3864.949	120.235
3864.985956	108.392
3865.022911	108.784
3865.059867	115.529
3865.096823	121.098
3865.133779	120.627
3865.170735	121.882
3865.207691	124
3865.244648	114.588
3865.281605	107.686
3865.318561	108.784
3865.355519	115.686
3865.392476	120.863
3865.429433	117.569
3865.466391	105.882
3865.503349	95.451
3865.540307	92.2353
3865.577265	100.078
3865.614223	109.804
3865.651182	112
3865.68814	114.118
3865.725099	113.569
3865.762058	114.039
3865.799017	115.059
3865.835977	114.353
3865.872936	120.157
3865.909896	120.471
3865.946856	119.608
3865.983816	121.647
3866.020776	122.902
3866.057737	122.588
3866.094698	117.02
3866.131658	110.824
3866.168619	102.353
3866.205581	98.5882
3866.242542	100.941
3866.279503	102.353
3866.316465	108.549
3866.353427	110.275
3866.390389	108
3866.427351	104.314
3866.464314	102.039
3866.501276	99.451
3866.538239	100.706
3866.575202	104.471
3866.612165	109.333
3866.649128	108.392
3866.686092	112.392
3866.723055	112.941
3866.760019	111.294
3866.796983	110.745
3866.833947	116.549
3866.870912	115.373
3866.907876	115.059
3866.944841	113.098
3866.981806	110.275
3867.018771	103.765
3867.055736	106.824
3867.092701	107.765
3867.129667	112.078
3867.166633	108.784
3867.203599	116.078
3867.240565	117.02
3867.277531	111.922
3867.314497	102.51
3867.351464	99.5294
3867.388431	102.824
3867.425398	105.804
3867.462365	101.961
3867.499332	100
3867.5363	103.137
3867.573268	106.667
3867.610236	106.275
3867.647204	108.784
3867.684172	104
3867.72114	102.667
3867.758109	101.725
3867.795078	103.843
3867.832047	107.216
3867.869016	112.314
3867.905985	113.255
3867.942954	114.667
3867.979924	111.686
3868.016894	111.608
3868.053864	108.549
3868.090834	106.745
3868.127804	110.196
3868.164775	106.745
3868.201746	105.02
3868.238716	107.922
3868.275688	100
3868.312659	97.6471
3868.34963	91.2941
3868.386602	100.157
3868.423574	101.804
3868.460545	112.235
3868.497518	112.235
3868.53449	105.882
3868.571462	89.4118
3868.608435	91.8431
3868.645408	98.2745
3868.682381	104.706
3868.719354	100.863
3868.756327	109.725
3868.793301	115.451
3868.830275	119.373
3868.867248	113.02
3868.904223	108.314
3868.941197	107.294
3868.978171	112.549
3869.015146	108
3869.052121	103.686
3869.089095	97.8039
3869.126071	97.8824
3869.163046	93.6471
3869.200021	98.5882
3869.236997	98.5882
3869.273973	104.706
3869.310949	111.373
3869.347925	110.196
3869.384901	94.3529
3869.421878	90.902
3869.458855	85.9608
3869.495832	90.4314
3869.532809	91.3726
3869.569786	98.5882
3869.606763	99.5294
3869.643741	94.902
3869.680719	95.0588
3869.717697	94.2745
3869.754675	96.1569
3869.791653	104.235
3869.828631	103.765
3869.86561	103.294
3869.902589	105.412
3869.939568	98.902
3869.976547	93.5686
3870.013526	94.1177
3870.050506	100.941
3870.087486	110.98
3870.124466	110.039
3870.161446	104.627
3870.198426	98.3529
3870.235406	92.9412
3870.272387	92.1569
3870.309368	102.98
3870.346349	101.333
3870.38333	100
3870.420311	96
3870.457293	99.451
3870.494274	95.1373
3870.531256	90.9804
3870.568238	94.5882
3870.60522	99.2157
3870.642203	96
3870.679185	87.1373
3870.716168	82.5882
3870.753151	89.8039
3870.790134	94.7451
3870.827117	103.529
3870.864101	99.451
3870.901084	97.4118
3870.938068	94.4314
3870.975052	90.8235
3871.012036	86.2745
3871.04902	89.2549
3871.086005	94.1177
3871.12299	98.3529
3871.159974	106.196
3871.196959	110.98
3871.233945	104.471
3871.27093	97.5686
3871.307915	94.1961
3871.344901	100.235
3871.381887	99.7647
3871.418873	102.118
3871.455859	98.5882
3871.492846	96.3922
3871.529832	95.2157
3871.566819	98.5882
3871.603806	103.059
3871.640793	111.373
3871.677781	105.49
3871.714768	97.2549
3871.751756	98.1961
3871.788744	111.137
3871.825732	112.471
3871.86272	109.725
3871.899708	102.275
3871.936697	103.608
3871.973686	100.078
3872.010674	104.863
3872.047664	113.176
3872.084653	119.294
3872.121642	112.235
3872.158632	104.706
3872.195622	107.294
3872.232612	116.314
3872.269602	110.902
3872.306592	107.216
3872.343583	100.706
3872.380573	100.235
3872.417564	103.373
3872.454555	104.471
3872.491546	106.588
3872.528538	108.784
3872.565529	100.706
3872.602521	96.7843
3872.639513	100.863
3872.676505	112.392
3872.713497	113.098
3872.75049	112.941
3872.787482	112
3872.824475	112.471
3872.861468	108.784
3872.898461	103.765
3872.935454	108.863
3872.972448	112.863
3873.009442	106.745
3873.046436	106.98
3873.08343	106.51
3873.120424	109.804
3873.157418	120.392
3873.194413	127.765
3873.231407	126.902
3873.268402	121.569
3873.305397	115.216
3873.342393	119.373
3873.379388	120.392
3873.416384	119.922
3873.45338	119.373
3873.490376	120.784
3873.527372	120.549
3873.564368	123.137
3873.601364	124.078
3873.638361	120.157
3873.675358	115.686
3873.712355	119.059
3873.749352	126.431
3873.78635	129.882
3873.823347	130.275
3873.860345	122.824
3873.897343	120.471
3873.934341	118.588
3873.971339	122.275
3874.008338	131.843
3874.045336	134.353
3874.082335	133.176
3874.119334	129.49
3874.156333	128.941
3874.193333	119.137
3874.230332	111.686
3874.267332	123.529
3874.304332	133.725
3874.341332	125.961
3874.378332	116.078
3874.415332	113.098
3874.452333	117.569
3874.489334	121.804
3874.526334	130.118
3874.563336	125.647
3874.600337	124.235
3874.637338	120.078
3874.67434	129.725
3874.711342	135.373
3874.748344	139.137
3874.785346	130.196
3874.822348	125.02
3874.859351	122.275
3874.896353	129.647
3874.933356	132.784
3874.970359	127.529
3875.007363	124.627
3875.044366	125.176
3875.08137	122.196
3875.118373	130.431
3875.155377	129.412
3875.192381	127.765
3875.229386	127.294
3875.26639	130.353
3875.303395	131.373
3875.340399	128.157
3875.377404	123.373
3875.41441	117.725
3875.451415	113.255
3875.48842	118.196
3875.525426	126.196
3875.562432	128.627
3875.599438	124.157
3875.636444	119.373
3875.673451	126.98
3875.710457	130.118
3875.747464	122.431
3875.784471	110.902
3875.821478	112.706
3875.858485	117.255
3875.895493	114.824
3875.9325	115.529
3875.969508	117.804
3876.006516	119.843
3876.043524	124.549
3876.080533	128.627
3876.117541	128.471
3876.15455	124.549
3876.191559	119.294
3876.228568	117.569
3876.265577	120.078
3876.302586	118.824
3876.339596	120.235
3876.376606	119.922
3876.413616	118.431
3876.450626	116.235
3876.487636	125.49
3876.524647	130.98
3876.561657	129.725
3876.598668	122.196
3876.635679	119.137
3876.67269	124.078
3876.709702	122.902
3876.746713	123.765
3876.783725	124.235
3876.820737	129.569
3876.857749	128.157
3876.894761	121.176
3876.931773	110.667
3876.968786	103.843
3877.005799	101.725
3877.042812	105.333
3877.079825	108
3877.116838	113.569
3877.153852	118.98
3877.190865	115.686
3877.227879	109.255
3877.264893	109.176
3877.301907	110.431
3877.338922	105.255
3877.375936	100.706
3877.412951	103.373
3877.449966	101.412
3877.486981	101.647
3877.523996	102.51
3877.561011	107.373
3877.598027	110.51
3877.635043	111.843
3877.672059	110.902
3877.709075	103.843
3877.746091	108.471
3877.783108	113.961
3877.820124	120.392
3877.857141	125.49
3877.894158	127.922
3877.931175	124.157
3877.968193	118.588
3878.00521	112.627
3878.042228	111.373
3878.079246	114.51
3878.116264	120.078
3878.153282	123.608
3878.1903	121.647
3878.227319	115.059
3878.264338	114.039
3878.301357	116.941
3878.338376	119.529
3878.375395	122.824
3878.412415	119.608
3878.449434	113.255
3878.486454	109.412
3878.523474	114.039
3878.560494	118.275
3878.597515	113.961
3878.634535	106.275
3878.671556	108.078
3878.708577	105.961
3878.745598	105.333
3878.782619	98.5098
3878.81964	99.9216
3878.856662	101.882
3878.893684	110.51
3878.930706	117.569
3878.967728	119.294
3879.00475	119.765
3879.041773	114.196
3879.078795	112.941
3879.115818	118.51
3879.152841	116.235
3879.189864	104.863
3879.226888	103.922
3879.263911	111.137
3879.300935	108.627
3879.337959	101.49
3879.374983	101.412
3879.412007	104.392
3879.449032	105.176
3879.486056	106.824
3879.523081	110.196
3879.560106	112.627
3879.597131	111.137
3879.634156	104.941
3879.671182	96.3922
3879.708208	95.8431
3879.745233	104.863
3879.782259	108.863
3879.819286	107.294
3879.856312	111.608
3879.893339	116.784
3879.930365	118.275
3879.967392	107.373
3880.004419	108
3880.041446	101.961
3880.078474	111.294
3880.115501	116.941
3880.152529	116.078
3880.189557	109.882
3880.226585	114.039
3880.263614	114.745
3880.300642	110.353
3880.337671	100.471
3880.3747	104
3880.411729	113.176
3880.448758	117.569
3880.485787	116.471
3880.522817	110.824
3880.559847	110.353
3880.596876	109.255
3880.633906	112.627
3880.670937	117.49
3880.707967	126.275
3880.744998	126.745
3880.782029	120
3880.81906	114.196
3880.856091	115.686
3880.893122	122.196
3880.930153	115.608
3880.967185	111.843
3881.004217	113.255
3881.041249	113.333
3881.078281	109.176
3881.115314	105.255
3881.152346	101.961
3881.189379	105.098
3881.226412	104.863
3881.263445	113.961
3881.300478	115.137
3881.337512	119.137
3881.374545	117.333
3881.411579	119.059
3881.448613	117.412
3881.485647	121.647
3881.522681	123.137
3881.559716	125.49
3881.596751	126.275
3881.633785	130.902
3881.67082	137.49
3881.707856	145.176
3881.744891	140.471
3881.781927	138.745
3881.818962	128.471
3881.855998	126.98
3881.893034	122.039
3881.930071	125.02
3881.967107	130.353
3882.004144	133.882
3882.04118	131.608
3882.078217	129.882
3882.115255	133.961
3882.152292	131.137
3882.189329	124.549
3882.226367	122.902
3882.263405	121.882
3882.300443	120.784
3882.337481	117.412
3882.37452	118.98
3882.411558	126.902
3882.448597	131.216
3882.485636	129.49
3882.522675	124
3882.559714	129.176
3882.596754	146.824
3882.633793	154.588
3882.670833	151.529
3882.707873	139.922
3882.744913	128.078
3882.781953	124.078
3882.818994	132.706
3882.856035	129.255
3882.893075	126.824
3882.930116	123.137
3882.967158	129.098
3883.004199	138.667
3883.041241	150.745
3883.078282	152
3883.115324	155.686
3883.152366	147.765
3883.189409	138.667
3883.226451	131.451
3883.263494	129.176
3883.300537	127.529
3883.33758	125.02
3883.374623	122.431
3883.411666	127.451
3883.44871	130.588
3883.485753	129.49
3883.522797	127.373
3883.559841	128.941
3883.596885	128.235
3883.63393	138.824
3883.670974	147.216
3883.708019	149.333
3883.745064	142.824
3883.782109	140.549
3883.819154	132.706
3883.8562	134.196
3883.893245	132.863
3883.930291	131.294
3883.967337	131.137
3884.004383	136.627
3884.04143	142.902
3884.078476	148.157
3884.115523	147.529
3884.15257	144.627
3884.189617	133.725
3884.226664	135.529
3884.263711	133.255
3884.300759	135.059
3884.337807	130.275
3884.374855	126.353
3884.411903	117.255
3884.448951	114.431
3884.486	112.078
3884.523048	117.255
3884.560097	121.333
3884.597146	128.235
3884.634195	125.882
3884.671244	119.608
3884.708294	115.059
3884.745344	118.196
3884.782394	114.353
3884.819444	114.51
3884.856494	109.412
3884.893544	110.51
3884.930595	108.627
3884.967646	113.804
3885.004696	123.529
3885.041748	129.49
3885.078799	126.039
3885.11585	125.333
3885.152902	119.608
3885.189954	117.412
3885.227006	108.549
3885.264058	103.216
3885.30111	100.863
3885.338163	106.902
3885.375215	112.471
3885.412268	116.549
3885.449321	111.137
3885.486375	103.843
3885.523428	106.353
3885.560482	113.098
3885.597535	115.686
3885.634589	112.392
3885.671643	108.235
3885.708698	109.882
3885.745752	108.471
3885.782807	109.176
3885.819862	97.2549
3885.856917	96.3137
3885.893972	105.02
3885.931027	119.686
3885.968083	118.667
3886.005138	112.863
3886.042194	111.529
3886.07925	116.706
3886.116307	119.686
3886.153363	126.902
3886.19042	117.176
3886.227476	107.373
3886.264533	104.863
3886.30159	103.686
3886.338648	101.02
3886.375705	103.216
3886.412763	105.647
3886.449821	110.745
3886.486879	108.549
3886.523937	105.098
3886.560995	97.0196
3886.598054	101.961
3886.635112	101.961
3886.672171	106.745
3886.70923	101.176
3886.74629	97.098
3886.783349	103.059
3886.820409	108.627
3886.857468	109.725
3886.894528	109.176
3886.931588	109.02
3886.968649	102.196
3887.005709	94.4314
3887.04277	97.5686
3887.079831	104
3887.116892	103.843
3887.153953	98.5882
3887.191014	99.2157
3887.228076	101.725
3887.265137	110.902
3887.302199	109.647
3887.339261	111.608
3887.376324	112.392
3887.413386	113.412
3887.450449	113.725
3887.487511	112.471
3887.524574	110.275
3887.561637	114.51
3887.598701	113.725
3887.635764	112.078
3887.672828	112.471
3887.709892	116.471
3887.746956	114.824
3887.78402	107.059
3887.821084	108.471
3887.858149	110.275
3887.895213	114.196
3887.932278	108.235
3887.969343	109.882
3888.006409	116.314
3888.043474	115.294
3888.08054	114.196
3888.117605	110.196
3888.154671	112.471
3888.191738	115.294
3888.228804	112
3888.26587	109.098
3888.302937	109.098
3888.340004	106.745
3888.377071	100.549
3888.414138	95.3726
3888.451205	99.5294
3888.488273	107.451
3888.525341	113.647
3888.562409	115.843
3888.599477	115.137
3888.636545	117.49
3888.673613	113.882
3888.710682	110.667
3888.747751	113.176
3888.78482	114.431
3888.821889	124.392
3888.858958	118.667
3888.896028	113.333
3888.933097	108.941
3888.970167	123.765
3889.007237	129.333
3889.044307	126.353
3889.081378	122.431
3889.118448	125.882
3889.155519	122.118
3889.19259	118.275
3889.229661	118.353
3889.266732	115.529
3889.303804	113.569
3889.340875	116.784
3889.377947	115.686
3889.415019	109.255
3889.452091	104.471
3889.489163	113.333
3889.526236	115.686
3889.563309	125.647
3889.600381	128.157
3889.637454	135.216
3889.674528	130.196
3889.711601	124.157
3889.748675	119.686
3889.785748	127.765
3889.822822	129.49
3889.859896	131.059
3889.89697	133.176
3889.934045	139.529
3889.97112	131.137
3890.008194	121.725
3890.045269	119.922
3890.082344	121.647
3890.11942	120.941
3890.156495	123.608
3890.193571	123.843
3890.230647	126.824
3890.267723	127.922
3890.304799	126.98
3890.341875	124.549
3890.378952	116.784
3890.416029	116.706
3890.453106	129.804
3890.490183	136.392
3890.52726	139.059
3890.564337	140.627
3890.601415	142.353
3890.638493	138.431
3890.675571	142.353
3890.712649	141.647
3890.749727	143.451
3890.786806	138.51
3890.823884	137.412
3890.860963	140.863
3890.898042	142.745
3890.935121	136.157
3890.972201	134.275
3891.00928	141.176
3891.04636	154.039
3891.08344	145.882
3891.12052	139.529
3891.1576	131.216
3891.194681	123.451
3891.231761	128.863
3891.268842	148.706
3891.305923	148.549
3891.343004	148.471
3891.380086	141.412
3891.417167	150.745
3891.454249	145.647
3891.491331	138.902
3891.528413	139.922
3891.565495	152.392
3891.602577	142.275
3891.63966	139.843
3891.676743	141.882
3891.713826	154.745
3891.750909	158.039
3891.787992	157.882
3891.825075	151.843
3891.862159	148.627
3891.899243	136.471
3891.936327	134.431
3891.973411	133.412
3892.010495	140.078
3892.04758	142.902
3892.084664	140.784
3892.121749	133.098
3892.158834	140.078
3892.19592	145.412
3892.233005	141.725
3892.27009	136.784
3892.307176	137.255
3892.344262	134.275
3892.381348	137.647
3892.418435	142.118
3892.455521	146.275
3892.492608	146.51
3892.529694	143.137
3892.566781	142.98
3892.603869	147.686
3892.640956	146.902
3892.678043	140.235
3892.715131	139.843
3892.752219	138.745
3892.789307	146.98
3892.826395	144.392
3892.863484	135.843
3892.900572	138.667
3892.937661	140.627
3892.97475	145.725
3893.011839	138.431
3893.048928	139.843
3893.086018	139.137
3893.123107	138.431
3893.160197	125.49
3893.197287	125.647
3893.234377	120.706
3893.271468	129.725
3893.308558	134.039
3893.345649	133.176
3893.38274	128.549
3893.419831	122.902
3893.456922	128.471
3893.494013	135.451
3893.531105	140.784
3893.568197	142.98
3893.605289	142.039
